digits,workload,pair_index,order_slot,mode,iterations,ns_per_op,cpu_ns_per_op
12,throughput4096.FP64.mul,0,0,nearest_even,1048576,2.639640808,2.637956619
12,throughput4096.FP64.mul,0,1,toward_zero,1048576,2.736965179,2.592513084
12,throughput4096.FP64.mul,1,0,toward_zero,1048576,2.588601112,2.571340561
12,throughput4096.FP64.mul,1,1,nearest_even,1048576,2.790442467,2.621213913
12,throughput4096.FP64.mul,2,0,nearest_even,1048576,2.731634140,2.623717308
12,throughput4096.FP64.mul,2,1,toward_zero,1048576,2.589068413,2.582604408
12,throughput4096.FP64.mul,3,0,toward_zero,1048576,2.645174026,2.563582420
12,throughput4096.FP64.mul,3,1,nearest_even,1048576,2.616557121,2.610925674
12,throughput4096.FP64.mul,4,0,nearest_even,1048576,2.622518539,2.607131958
12,throughput4096.FP64.mul,4,1,toward_zero,1048576,2.655921936,2.576060295
12,throughput4096.FP64.mul,5,0,toward_zero,1048576,2.562314987,2.559416771
12,throughput4096.FP64.mul,5,1,nearest_even,1048576,2.682025909,2.609566689
12,throughput4096.FP64.mul,6,0,nearest_even,1048576,2.611886024,2.606827736
12,throughput4096.FP64.mul,6,1,toward_zero,1048576,2.587080956,2.566916466
12,throughput4096.FP64.mul,7,0,toward_zero,1048576,2.791417122,2.567432404
12,throughput4096.FP64.mul,7,1,nearest_even,1048576,2.614464760,2.605879784
12,throughput4096.FP64.mul,8,0,nearest_even,1048576,2.752817154,2.611125946
12,throughput4096.FP64.mul,8,1,toward_zero,1048576,2.571679115,2.562828064
12,throughput256.FP64.mul,0,0,nearest_even,1048576,2.610862732,2.605861664
12,throughput256.FP64.mul,0,1,toward_zero,1048576,2.711416245,2.568520546
12,throughput256.FP64.mul,1,0,toward_zero,1048576,2.586976051,2.574998856
12,throughput256.FP64.mul,1,1,nearest_even,1048576,2.740347862,2.605949402
12,throughput256.FP64.mul,2,0,nearest_even,1048576,2.617647171,2.608776093
12,throughput256.FP64.mul,2,1,toward_zero,1048576,2.596741676,2.592503548
12,throughput256.FP64.mul,3,0,toward_zero,1048576,2.650696754,2.572411537
12,throughput256.FP64.mul,3,1,nearest_even,1048576,2.606619835,2.600901604
12,throughput256.FP64.mul,4,0,nearest_even,1048576,2.858433723,2.612833977
12,throughput256.FP64.mul,4,1,toward_zero,1048576,2.551595688,2.539695740
12,throughput256.FP64.mul,5,0,toward_zero,1048576,2.546980858,2.543105125
12,throughput256.FP64.mul,5,1,nearest_even,1048576,2.695928574,2.606245041
12,throughput256.FP64.mul,6,0,nearest_even,1048576,2.608130455,2.603463173
12,throughput256.FP64.mul,6,1,toward_zero,1048576,2.643138885,2.568549156
12,throughput256.FP64.mul,7,0,toward_zero,1048576,2.574785233,2.566027641
12,throughput256.FP64.mul,7,1,nearest_even,1048576,2.607308388,2.599994659
12,throughput256.FP64.mul,8,0,nearest_even,1048576,2.680268288,2.606269836
12,throughput256.FP64.mul,8,1,toward_zero,1048576,2.587644577,2.582356453
12,exact_results.FP64.mul,0,0,nearest_even,1048576,2.649024010,2.569227219
12,exact_results.FP64.mul,0,1,toward_zero,1048576,2.558293343,2.553148270
12,exact_results.FP64.mul,1,0,toward_zero,1048576,2.695106506,2.547565460
12,exact_results.FP64.mul,1,1,nearest_even,1048576,2.660536766,2.579281807
12,exact_results.FP64.mul,2,0,nearest_even,1048576,2.566997528,2.551521301
12,exact_results.FP64.mul,2,1,toward_zero,1048576,2.632847786,2.545502663
12,exact_results.FP64.mul,3,0,toward_zero,1048576,2.569758415,2.546955109
12,exact_results.FP64.mul,3,1,nearest_even,1048576,2.572912216,2.568895340
12,exact_results.FP64.mul,4,0,nearest_even,1048576,2.721219063,2.578162193
12,exact_results.FP64.mul,4,1,toward_zero,1048576,2.551575661,2.546678543
12,exact_results.FP64.mul,5,0,toward_zero,1048576,2.690940857,2.546324730
12,exact_results.FP64.mul,5,1,nearest_even,1048576,2.574335098,2.563246727
12,exact_results.FP64.mul,6,0,nearest_even,1048576,2.583880424,2.561920166
12,exact_results.FP64.mul,6,1,toward_zero,1048576,2.709906578,2.551629066
12,exact_results.FP64.mul,7,0,toward_zero,1048576,2.692622185,2.546575546
12,exact_results.FP64.mul,7,1,nearest_even,1048576,2.699710846,2.558585167
12,exact_results.FP64.mul,8,0,nearest_even,1048576,2.573800087,2.564958572
12,exact_results.FP64.mul,8,1,toward_zero,1048576,2.549951553,2.544377327
12,halfway_ties.FP64.mul,0,0,nearest_even,1048576,2.600467682,2.594376564
12,halfway_ties.FP64.mul,0,1,toward_zero,1048576,2.559850693,2.546879768
12,halfway_ties.FP64.mul,1,0,toward_zero,1048576,2.629159927,2.543545723
12,halfway_ties.FP64.mul,1,1,nearest_even,1048576,2.589488983,2.586722374
12,halfway_ties.FP64.mul,2,0,nearest_even,1048576,2.661520958,2.590562820
12,halfway_ties.FP64.mul,2,1,toward_zero,1048576,2.563825607,2.550233841
12,halfway_ties.FP64.mul,3,0,toward_zero,1048576,2.547830582,2.543681145
12,halfway_ties.FP64.mul,3,1,nearest_even,1048576,2.664168358,2.591517448
12,halfway_ties.FP64.mul,4,0,nearest_even,1048576,2.779780388,2.597872734
12,halfway_ties.FP64.mul,4,1,toward_zero,1048576,2.549732208,2.543869972
12,halfway_ties.FP64.mul,5,0,toward_zero,1048576,2.636163712,2.549507141
12,halfway_ties.FP64.mul,5,1,nearest_even,1048576,2.591257095,2.588279724
12,halfway_ties.FP64.mul,6,0,nearest_even,1048576,2.665066719,2.588596344
12,halfway_ties.FP64.mul,6,1,toward_zero,1048576,2.556239128,2.543679237
12,halfway_ties.FP64.mul,7,0,toward_zero,1048576,2.548718452,2.544607162
12,halfway_ties.FP64.mul,7,1,nearest_even,1048576,2.680077553,2.600463867
12,halfway_ties.FP64.mul,8,0,nearest_even,1048576,2.595948219,2.590993881
12,halfway_ties.FP64.mul,8,1,toward_zero,1048576,2.623828888,2.545572281
12,exact_chain.FP64.mul,0,0,nearest_even,1048576,3.673858643,3.667707443
12,exact_chain.FP64.mul,0,1,toward_zero,1048576,3.817991257,3.728387833
12,exact_chain.FP64.mul,1,0,toward_zero,1048576,3.809725761,3.735250473
12,exact_chain.FP64.mul,1,1,nearest_even,1048576,3.677594185,3.660324097
12,exact_chain.FP64.mul,2,0,nearest_even,1048576,3.762325287,3.687555313
12,exact_chain.FP64.mul,2,1,toward_zero,1048576,3.706536293,3.700774193
12,exact_chain.FP64.mul,3,0,toward_zero,1048576,3.804480553,3.726623535
12,exact_chain.FP64.mul,3,1,nearest_even,1048576,3.810509682,3.665663719
12,exact_chain.FP64.mul,4,0,nearest_even,1048576,3.758216858,3.674445152
12,exact_chain.FP64.mul,4,1,toward_zero,1048576,3.815392494,3.741507530
12,exact_chain.FP64.mul,5,0,toward_zero,1048576,3.750257492,3.740066528
12,exact_chain.FP64.mul,5,1,nearest_even,1048576,3.766930580,3.678169250
12,exact_chain.FP64.mul,6,0,nearest_even,1048576,3.696800232,3.688841820
12,exact_chain.FP64.mul,6,1,toward_zero,1048576,3.843750000,3.745100021
12,exact_chain.FP64.mul,7,0,toward_zero,1048576,3.745471001,3.740017891
12,exact_chain.FP64.mul,7,1,nearest_even,1048576,3.817589760,3.670232773
12,exact_chain.FP64.mul,8,0,nearest_even,1048576,3.994876862,3.692638397
12,exact_chain.FP64.mul,8,1,toward_zero,1048576,3.753573418,3.743983269
12,inexact_chain.FP64.mul,0,0,nearest_even,1048576,4.861772537,4.766951561
12,inexact_chain.FP64.mul,0,1,toward_zero,1048576,3.796587944,3.720563889
12,inexact_chain.FP64.mul,1,0,toward_zero,1048576,3.721325874,3.715538979
12,inexact_chain.FP64.mul,1,1,nearest_even,1048576,4.911437035,4.689225197
12,inexact_chain.FP64.mul,2,0,nearest_even,1048576,4.790733337,4.697727203
12,inexact_chain.FP64.mul,2,1,toward_zero,1048576,3.726227760,3.719161034
12,inexact_chain.FP64.mul,3,0,toward_zero,1048576,3.795565605,3.720266342
12,inexact_chain.FP64.mul,3,1,nearest_even,1048576,4.760846138,4.677501678
12,inexact_chain.FP64.mul,4,0,nearest_even,1048576,4.719493866,4.694873810
12,inexact_chain.FP64.mul,4,1,toward_zero,1048576,3.851260185,3.721398354
12,inexact_chain.FP64.mul,5,0,toward_zero,1048576,3.841447830,3.720191002
12,inexact_chain.FP64.mul,5,1,nearest_even,1048576,4.877490044,4.721225739
12,inexact_chain.FP64.mul,6,0,nearest_even,1048576,4.899828911,4.772750854
12,inexact_chain.FP64.mul,6,1,toward_zero,1048576,3.799167633,3.719131470
12,inexact_chain.FP64.mul,7,0,toward_zero,1048576,3.728511810,3.716121674
12,inexact_chain.FP64.mul,7,1,nearest_even,1048576,4.817066193,4.737331390
12,inexact_chain.FP64.mul,8,0,nearest_even,1048576,4.911141396,4.737640381
12,inexact_chain.FP64.mul,8,1,toward_zero,1048576,3.726046562,3.717669487
12,throughput4096.FP64.div,0,0,toward_zero,1048576,2.717321396,2.410834312
12,throughput4096.FP64.div,0,1,nearest_even,1048576,2.493885040,2.486513138
12,throughput4096.FP64.div,1,0,nearest_even,1048576,2.504586220,2.499968529
12,throughput4096.FP64.div,1,1,toward_zero,1048576,2.563346863,2.426406860
12,throughput4096.FP64.div,2,0,toward_zero,1048576,2.416530609,2.413679123
12,throughput4096.FP64.div,2,1,nearest_even,1048576,2.605674744,2.525889397
12,throughput4096.FP64.div,3,0,nearest_even,1048576,2.544123650,2.533323288
12,throughput4096.FP64.div,3,1,toward_zero,1048576,2.433977127,2.430427551
12,throughput4096.FP64.div,4,0,toward_zero,1048576,2.512354851,2.436238289
12,throughput4096.FP64.div,4,1,nearest_even,1048576,2.531291962,2.526099205
12,throughput4096.FP64.div,5,0,nearest_even,1048576,2.544562340,2.541969299
12,throughput4096.FP64.div,5,1,toward_zero,1048576,2.513491631,2.437336922
12,throughput4096.FP64.div,6,0,toward_zero,1048576,2.572109222,2.430218697
12,throughput4096.FP64.div,6,1,nearest_even,1048576,2.614569664,2.528861046
12,throughput4096.FP64.div,7,0,nearest_even,1048576,2.543712616,2.539418221
